"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000177666",1701.23183704411,1.1049992175945,0.105057372561264,10.5180549508804,7.1330885063344e-26,3.86340661306317e-23
"ENSG00000163491",160.223339782888,-2.47256649051,0.236886255444086,-10.4377794561137,1.66663567847061e-25,8.7688845768675e-23
"ENSG00000183160",2987.64727922828,-1.16912192680671,0.112188739704461,-10.4210273676889,1.98794073088132e-25,1.01688690442165e-22
"ENSG00000103196",3082.088884672,2.70058022086474,0.260942315195569,10.3493380092099,4.21389330811129e-25,2.09726608834782e-22
"ENSG00000119138",1683.27622905212,2.1101392489416,0.205790724065027,10.2538112858519,1.13767146842585e-24,5.51321581343735e-22
"ENSG00000163697",2266.27531330114,1.08064946116622,0.105703021722859,10.2234490892754,1.55700220376819e-24,7.35184502112595e-22
"ENSG00000185950",1974.87889005049,2.16285295259216,0.211627333690059,10.2201020769831,1.61171071202097e-24,7.41991319046654e-22
"ENSG00000157150",167.615767587415,2.93266168456563,0.287361804649739,10.205467940112,1.87415546779053e-24,8.41770071691772e-22
"ENSG00000141401",627.528067458797,2.35554966727476,0.233108893478645,10.1049326438099,5.2531656241656e-24,2.30326297545261e-21
"ENSG00000158246",70.3028660136772,2.33457223459173,0.231530412040207,10.0832206621146,6.55418616582829e-24,2.80686833124949e-21
"ENSG00000139289",1975.85342956826,-0.991130408896478,0.0983949406639285,-10.0729814176292,7.27390290265871e-24,3.04429368073773e-21
"ENSG00000166482",26348.0835801087,-0.963915122803644,0.0959404919467777,-10.0470104253621,9.46966962211194e-24,3.87519924647092e-21
"ENSG00000211445",12285.7000547124,3.74280131241545,0.376835772955809,9.93218155234526,3.01583976361752e-23,1.20731933145688e-20
"ENSG00000133142",3055.98067746606,1.54786971137555,0.156162300491372,9.91192948941655,3.69441427771998e-23,1.44750295583433e-20
"ENSG00000103502",3319.8658763862,0.822577332408843,0.0836941029830463,9.82837862036074,8.49758102172083e-23,3.24250166754294e-20
"ENSG00000172986",756.360325010941,-1.56946731316921,0.159712217864663,-9.82684564871015,8.62788931358154e-23,3.24250166754294e-20
"ENSG00000164484",816.787638614199,-1.21365816422515,0.125587046868774,-9.66388010933407,4.29289319436223e-22,1.58107256348361e-19
"ENSG00000197043",14120.9945935611,0.921757824875943,0.0965336565153917,9.54856428471633,1.31506035446402e-21,4.74839929950098e-19
"ENSG00000131389",740.403133853245,-2.11964245263428,0.222524604443431,-9.52542959434011,1.64360696010155e-21,5.82058118659038e-19
"ENSG00000132356",2383.87376730281,0.865676636455531,0.0911531917584013,9.49694267151918,2.16142967219727e-21,7.50994856858732e-19
"ENSG00000161647",166.341417002357,1.56830807273349,0.165807463549398,9.45860963771546,3.12064874935257e-21,1.06419901332088e-18
"ENSG00000181061",2420.90800173908,1.21031360382916,0.128107158814592,9.44766564982389,3.46471049093303e-21,1.16004806710058e-18
"ENSG00000250978",56.3185566347047,6.30022745789295,0.668047531345952,9.43080718403306,4.06945104022465e-21,1.33819537331673e-18
"ENSG00000157514",2205.71884823744,3.3385416648606,0.355144337320172,9.40052061663825,5.42937532698883e-21,1.75406923941227e-18
"ENSG00000132970",1322.81486937849,1.10256484958271,0.118198838096214,9.32805150491598,1.07835010628807e-20,3.42376158746464e-18
"ENSG00000124766",1281.45678699994,-2.35745606306037,0.253091196533504,-9.31465058978569,1.22354594062816e-20,3.81891499943517e-18
"ENSG00000110756",995.252222053197,1.59109235292337,0.170870778885717,9.31167027679751,1.25837638816677e-20,3.86216686468186e-18
"ENSG00000221869",1963.57514702786,1.49927738148594,0.161373889605755,9.29070610585614,1.53268117804958e-20,4.62693834324311e-18
"ENSG00000134253",136.92021385672,-1.96764665247575,0.21187837989667,-9.28667971425564,1.59176343828572e-20,4.72779414774703e-18
"ENSG00000163110",1314.18347975196,1.58700330903369,0.171091379170957,9.27576431216871,1.76350090301352e-20,5.15474113158635e-18
"ENSG00000157110",2970.45205768781,0.893746501665929,0.0978241189762985,9.13625914568648,6.46499972877529e-20,1.85119602308496e-17
"ENSG00000157613",2782.51051142827,-0.979234172530766,0.1071946057332,-9.13510680722141,6.53422435517365e-20,1.85119602308496e-17
"ENSG00000227051",4615.70080486906,-1.14514390605897,0.125712040405618,-9.10926194789369,8.29442896929253e-20,2.31427135559882e-17
"ENSG00000196975",4908.81788741262,1.19331740247137,0.131535371996356,9.07221673045049,1.16619851355797e-19,3.20530531748805e-17
"ENSG00000169738",627.449398995589,2.14976652095915,0.237213096069842,9.06259627557072,1.27381779240812e-19,3.44961097752876e-17
"ENSG00000112837",2754.94303068407,-1.80338487830894,0.19932704822816,-9.0473665984593,1.46457654863486e-19,3.90872132508853e-17
"ENSG00000151726",1460.17591174986,1.60420434960346,0.177428967080784,9.04138921618734,1.54693182771436e-19,4.06953565819429e-17
"ENSG00000157214",3009.27287526155,1.9877355447828,0.220645921380701,9.00871193242303,2.08490748836407e-19,5.40754526735555e-17
"ENSG00000146592",669.394803070239,-1.99485771558766,0.221528921450473,-9.00495385670735,2.15756524973144e-19,5.5182727880284e-17
"ENSG00000154734",30315.113170016,2.29536196805411,0.255095842980688,8.99803752673413,2.29788276890958e-19,5.79664536842053e-17
"ENSG00000185432",3885.65647195502,2.3257767040222,0.259192673737448,8.97315757612086,2.88133454462223e-19,7.17023995124572e-17
"ENSG00000174306",3234.84552730351,1.1415989157296,0.127688509031836,8.94049843940907,3.87418928326608e-19,9.51242608684598e-17
"ENSG00000173838",47.3529312582661,3.88512998246676,0.435299798517101,8.92518212896468,4.44966441190893e-19,1.07816539664872e-16
"ENSG00000177283",115.085150181609,2.46980164730963,0.277327323611401,8.90572777015794,5.30369366005274e-19,1.26840933441391e-16
"ENSG00000146006",46.8070121087814,-4.12396695536806,0.463957268616493,-8.88867840709902,6.18400295740054e-19,1.45997967257091e-16
"ENSG00000113456",944.893713251695,0.830145018496704,0.0934358921092543,8.88464806999453,6.41234311821467e-19,1.49472529774586e-16
"ENSG00000128311",316.408984330112,1.30481662088991,0.147310647764145,8.85758525058565,8.176627863959e-19,1.88215752643506e-16
"ENSG00000179593",67.2428116114968,9.60975522033778,1.08897056203898,8.82462350712636,1.09828665545077e-18,2.49690725433653e-16
"ENSG00000103485",865.199817057682,-1.21089339084632,0.137729490981189,-8.7918236117761,1.4715167068855e-18,3.30463172649956e-16
"ENSG00000137672",655.448854141464,1.95881693830294,0.223867502304056,8.7498941031757,2.13553051031301e-18,4.68164218421596e-16
"ENSG00000246430",2162.53381587847,2.06347241627746,0.235821264407717,8.75015415365542,2.13061497876352e-18,4.68164218421596e-16
"ENSG00000118689",5165.47547997407,1.27173368797979,0.146459742919685,8.68316209374461,3.84915233792259e-18,8.33907532974642e-16
"ENSG00000106976",884.737400832367,-1.75519549405907,0.20316928353261,-8.639079015984,5.66679742350652e-18,1.21341947155666e-15
"ENSG00000112773",516.79715620943,-1.19082732239751,0.137956952345403,-8.63187611897972,6.03537317425375e-18,1.27748732188371e-15
"ENSG00000131871",806.895269692279,0.686052215502196,0.0796292641412892,8.61557899473877,6.95890225762012e-18,1.45622937584176e-15
"ENSG00000169715",554.197192328851,2.17593478501248,0.253144948706117,8.59560815309247,8.28249748581663e-18,1.71373248540801e-15
"ENSG00000072958",2129.43309251556,1.08851367615514,0.126830068687437,8.58245751516307,9.28674359113254e-18,1.90017092478562e-15
"ENSG00000150907",678.867910303335,2.28868482183053,0.267208231778287,8.56517333541409,1.07913383381848e-17,2.18376368678762e-15
"ENSG00000143320",1492.11031525408,-1.67064437142066,0.195634773718063,-8.53960847384059,1.34677380991399e-17,2.69574344669198e-15
"ENSG00000128923",1415.67710071441,1.03530509350258,0.122279145522218,8.4667347737924,2.52367863061779e-17,4.99715505191684e-15
"ENSG00000067369",1878.39073240244,-0.758253013152263,0.0900827259970061,-8.41729648786898,3.85271753691923e-17,7.54763760025188e-15
"ENSG00000100784",87.3227602014942,-2.45365529119944,0.291992061422534,-8.40315753533045,4.34631008688698e-17,8.42497897368672e-15
"ENSG00000163513",13216.63240217,1.45498917795498,0.173512711710048,8.38549039788142,5.05147190507705e-17,9.68988074291602e-15
"ENSG00000187193",37.3833061453583,3.17278719451385,0.380327588117957,8.34224835020336,7.28911676086695e-17,1.38380500156046e-14
"ENSG00000162704",2581.27827382519,0.887897975006344,0.106482018139226,8.33847808787217,7.52527713041137e-17,1.41406100363801e-14
"ENSG00000134243",5510.95647651194,2.22404321717739,0.267435065758309,8.31619896542415,9.08292911652506e-17,1.68951656243241e-14
"ENSG00000167549",1996.39680069426,2.36464583168263,0.285727486991966,8.27587802831554,1.27512473861923e-16,2.34814220616731e-14
"ENSG00000087448",907.657961796665,1.058444113522,0.128137380858191,8.26022903256759,1.45393218736094e-16,2.65090705250017e-14
"ENSG00000101342",42.90137769414,4.18688260265367,0.507683734819518,8.24702923394249,1.6238070419286e-16,2.93160849775639e-14
"ENSG00000162426",168.596870709815,1.29515922291208,0.15710145472538,8.24409439859145,1.6641574172754e-16,2.97528726593462e-14
"ENSG00000051108",2272.41673214656,0.747919672999955,0.0910843355804108,8.21128757468597,2.1882907974374e-16,3.87474759950094e-14
"ENSG00000103064",780.765443622071,1.42510267181303,0.173580521339698,8.21003797438823,2.21118552384519e-16,3.87799823062944e-14
"ENSG00000099860",368.158192610506,1.455893581328,0.178399208896121,8.16087464925779,3.32607207393807e-16,5.77826577750656e-14
"ENSG00000020577",3104.99903050483,1.20711558682038,0.147996952600581,8.15635434114772,3.45288473283276e-16,5.9425114350575e-14
"ENSG00000253368",1040.17481746375,1.9674347569035,0.241424326312429,8.14928133777798,3.66093348365598e-16,6.24223056495601e-14
"ENSG00000157152",49.9491137825046,3.55931713894205,0.436838768080395,8.14789665894992,3.70308591000741e-16,6.25617679199876e-14
"ENSG00000145685",2018.15055205869,-1.24343222595685,0.152811984845385,-8.13700723287479,4.05168521288097e-16,6.78288938138209e-14
"ENSG00000105516",84.5743051728046,-1.65511952701696,0.203731572159143,-8.12402078615526,4.50988477196655e-16,7.48193946628505e-14
"ENSG00000019995",2078.3873287699,0.920588910415952,0.113451877249565,8.11435590784359,4.88368130299508e-16,8.02973135666558e-14
"ENSG00000173068",2793.36546564172,-0.874855856358116,0.107983592279075,-8.10174803313745,5.41750578861205e-16,8.82861673427354e-14
"ENSG00000120690",1383.58704838449,0.921546281522266,0.113894740147215,8.09121018522115,5.90748117338443e-16,9.48234879790664e-14
"ENSG00000233117",77.6315991325697,3.47432672040049,0.429410661356137,8.09091863119584,5.92164057431042e-16,9.48234879790664e-14
"ENSG00000135862",33937.7634938646,0.804115700051516,0.099568188247216,8.07603024828565,6.69092906928139e-16,1.06218498974842e-13
"ENSG00000127824",228.716782957365,-1.53922058567261,0.191636698562548,-8.03197194075134,9.5918311038618e-16,1.50968863057791e-13
"ENSG00000108830",158.261075547043,-2.36508920579826,0.297030965281047,-7.96243315426876,1.68688747806201e-15,2.63254516173829e-13
"ENSG00000100033",55.3639200859253,4.96085498721027,0.623837951435921,7.95215324074402,1.83297322522288e-15,2.83648755819155e-13
"ENSG00000130066",4098.11999428398,1.32119806087491,0.167049964854565,7.9089993345713,2.59466000065196e-15,3.98172199266716e-13
"ENSG00000183722",3013.23341621604,0.692411850398847,0.0875622452945439,7.9076529852529,2.62286713918668e-15,3.991743666787e-13
"ENSG00000138316",799.560819258847,-2.40935836148162,0.30492930347239,-7.90136708425523,2.75860913629834e-15,4.16391698728967e-13
"ENSG00000013293",244.49400651336,-2.83697613798819,0.359762783668722,-7.88568542042567,3.1281372837261e-15,4.61660923877296e-13
"ENSG00000146250",313.686159348886,-2.73134434977425,0.34629046491267,-7.88743735829706,3.08454892448046e-15,4.61660923877296e-13
"ENSG00000198795",944.860135397388,-0.994304876143714,0.126093413760859,-7.88546242414732,3.13372878005224e-15,4.61660923877296e-13
"ENSG00000115419",3865.24060485268,1.18614610657772,0.150471615369212,7.88285620292751,3.19981231842541e-15,4.6765510987146e-13
"ENSG00000077254",2737.01454082961,0.892341571679462,0.113417440428058,7.8677632673741,3.61037935668891e-15,5.23505006719892e-13
"ENSG00000119139",5029.85477688044,1.95744548196498,0.249960830321062,7.83100888027431,4.83970485350681e-15,6.85562806748676e-13
"ENSG00000149218",2027.18420510953,1.96185405439794,0.250512318861301,7.83136758829069,4.82591429434901e-15,6.85562806748676e-13
"ENSG00000157510",488.000363039248,1.69728293059351,0.21670329445688,7.83228946679091,4.79064981192291e-15,6.85562806748676e-13
"ENSG00000104756",1778.58442176056,0.826732070917485,0.105598017979484,7.82904913118833,4.91573531169901e-15,6.91017295915552e-13
"ENSG00000136877",1049.27214616126,0.635361851735592,0.0812956207850276,7.81544990493028,5.47670559028404e-15,7.6404192003849e-13
"ENSG00000135362",111.758618662809,1.54123002372842,0.198485959881409,7.76493221308585,8.16889015946038e-15,1.13105347583807e-12
"ENSG00000136999",435.706358063201,-2.57960258542294,0.33247317559573,-7.75882920720079,8.57169908799494e-15,1.17796894556289e-12
"ENSG00000143891",528.386962569768,-1.11201460303775,0.143423507699135,-7.75336359343874,8.94899108357319e-15,1.22070867262222e-12
"ENSG00000198431",22734.5766088759,1.54669117539492,0.200443824525617,7.716332389164,1.19724840324027e-14,1.62112715776983e-12
"ENSG00000099337",530.05884935417,2.80778966603961,0.364570787404802,7.70163096727214,1.34340388864266e-14,1.80575055542734e-12
"ENSG00000152332",2975.430352121,0.657462678535513,0.0854162419225638,7.69716231640759,1.3912112991594e-14,1.85646058507393e-12
"ENSG00000176771",107.651022394312,-2.20622583471618,0.286962394083152,-7.6882054241466,1.49213100107714e-14,1.97680520754213e-12
"ENSG00000170214",201.577369495195,3.68001729346316,0.47953369347242,7.67415792374309,1.66508839885594e-14,2.19018591892373e-12
"ENSG00000049246",196.028265600041,-2.16537847738939,0.283212158145027,-7.64578219936639,2.07678942113236e-14,2.71234590001081e-12
"ENSG00000042286",594.476412207543,0.707649845523232,0.0927730588592366,7.62775157168139,2.38883332408303e-14,3.09791307485838e-12
"ENSG00000179820",3784.34277701728,1.48889015720059,0.19678849584717,7.5659410413752,3.85066684950986e-14,4.95874335900168e-12
"ENSG00000087116",4464.40446911535,0.700594767584369,0.0927136699636578,7.5565422861482,4.1392537345541e-14,5.29335816123706e-12
"ENSG00000182010",118.3057488985,-1.901739181503,0.255229858377327,-7.45108426417531,9.2576206967089e-14,1.17571782848203e-11
"ENSG00000164105",538.511069195385,1.23158706696385,0.166052240626056,7.41686509209677,1.19924990333476e-13,1.51261554588422e-11
"ENSG00000102804",5397.33558773763,1.19402305963203,0.16155468966665,7.39082884004027,1.45916352328993e-13,1.82792491710096e-11
"ENSG00000155130",5654.02187573995,-1.18235346465104,0.160057711824954,-7.38704465514359,1.50128190300186e-13,1.8602463095473e-11
"ENSG00000183508",90.0350688619864,-2.4678039483695,0.334087439740014,-7.38670076998384,1.50516807017403e-13,1.8602463095473e-11
"ENSG00000147119",453.233381160408,1.54887121041554,0.210749895285333,7.34933323842717,1.99198002684969e-13,2.44548747962914e-11
"ENSG00000169744",616.840955382529,-1.31895032673582,0.179619777279554,-7.34301281691854,2.08838519776387e-13,2.54686181568355e-11
"ENSG00000116001",1335.46770023555,-0.505494018273874,0.0689921381901707,-7.32683507910024,2.35651521547467e-13,2.85494919032671e-11
"ENSG00000185813",468.253700030145,1.12220008557305,0.15482615924949,7.24812971537143,4.22565830754276e-13,5.08598024401307e-11
"ENSG00000177674",751.373019489767,1.10959690440692,0.153166691940461,7.24437467669698,4.34438904966389e-13,5.19493015256887e-11
"ENSG00000003402",2546.60932638954,1.18344721892704,0.163539128932937,7.23647745129141,4.60488183641982e-13,5.47089671081748e-11
"ENSG00000128342",153.120046201745,-2.50842242947279,0.346810592698853,-7.23283106768004,4.73027674885782e-13,5.58384912373185e-11
"ENSG00000074590",412.639827468157,1.36547481726215,0.189822359559545,7.19343506439668,6.31812086004422e-13,7.41071309794359e-11
"ENSG00000138078",1200.07478835114,-0.665119155437662,0.0928344613329039,-7.16457171063393,7.80301148035925e-13,9.09445926650731e-11
"ENSG00000163378",1805.28792859584,1.26402969371701,0.176503564021517,7.16149671381657,7.98009278593318e-13,9.24235274546915e-11
"ENSG00000197301",209.371085229787,2.31291678117219,0.3233037437326,7.15400556290859,8.42816484951817e-13,9.70029098149232e-11
"ENSG00000067082",3242.40128751998,1.11043410592708,0.155374219980188,7.14683623878318,8.88007079227024e-13,1.01569256919041e-10
"ENSG00000177614",133.149204675085,-2.4760756159505,0.346670895072183,-7.14243869660571,9.16894135199936e-13,1.04225959874733e-10
"ENSG00000164291",492.44961587723,0.852442082996165,0.119463412069573,7.13559129300376,9.63719702852982e-13,1.08876676859127e-10
"ENSG00000108960",1723.12310209931,1.64295794820863,0.230432014534519,7.129903158324,1.00439568824079e-12,1.12780162188745e-10
"ENSG00000116132",5566.23380548502,-0.766632895558947,0.107592348733451,-7.12534770904758,1.0381826446925e-12,1.15867475163711e-10
"ENSG00000091527",4870.58470489548,0.76683658094662,0.107920813741137,7.10554854400919,1.19845570594363e-12,1.32949167620193e-10
"ENSG00000114745",984.790572813335,0.551921298579202,0.0778089730253302,7.0932859941427,1.30964414106221e-12,1.44413753638687e-10
"ENSG00000173221",1983.22178726524,0.993844871504398,0.14031327459496,7.08304238763804,1.41023516245899e-12,1.54580241170728e-10
"ENSG00000049323",20169.8602048195,0.693757192298365,0.0983518978230494,7.05382618591197,1.7406378819783e-12,1.88335362442879e-10
"ENSG00000146373",818.986308472715,1.08989955197987,0.15450628065769,7.05407927328564,1.73747309787872e-12,1.88335362442879e-10
"ENSG00000205208",588.217370799329,-1.3868591405473,0.196629184608353,-7.05317037910545,1.74886489154126e-12,1.88335362442879e-10
"ENSG00000134318",4538.36023797662,0.81213445433023,0.115185710575537,7.0506528133769,1.78080321035036e-12,1.90659832084895e-10
"ENSG00000173517",7990.48704410053,0.996757030268958,0.141663994913689,7.03606467455789,1.97745180239224e-12,2.10490028561001e-10
"ENSG00000122966",288.892501525737,-1.58608476112661,0.225750341401865,-7.02583549277195,2.12789054482677e-12,2.252017493275e-10
"ENSG00000196569",17178.4005648725,2.07082363827945,0.294833824980488,7.02369763176426,2.16072151042606e-12,2.2736963779712e-10
"ENSG00000134294",20597.3425646094,1.23275894888608,0.17570931139262,7.01589994927191,2.28473509521566e-12,2.3811733380062e-10
"ENSG00000189184",6487.72973573177,-0.898439107696925,0.128076396939712,-7.01486869684378,2.30165003619388e-12,2.3811733380062e-10
"ENSG00000196932",68.8282280672939,-2.07415146735,0.295665638214479,-7.01519283700255,2.29632019002726e-12,2.3811733380062e-10
"ENSG00000071282",3659.86212780504,1.5961991647853,0.227835599472166,7.0059251867718,2.45359003716621e-12,2.51640827311283e-10
"ENSG00000126861",309.304215909479,-1.71060717581027,0.244177910562421,-7.00557708873088,2.45969855639592e-12,2.51640827311283e-10
"ENSG00000100242",2236.24203648175,1.91110943041218,0.273296625791204,6.99280287445717,2.69447985892072e-12,2.74137274044337e-10
"ENSG00000107562",25136.0890181904,-1.94923099161813,0.278856497982007,-6.99008631939394,2.74717168109511e-12,2.77962453337178e-10
"ENSG00000012048",221.109604822104,-1.20938650448798,0.173819178457395,-6.95772765250077,3.4580488239289e-12,3.47963882376488e-10
"ENSG00000131446",5361.99441054287,0.861383860119528,0.123816034409014,6.95696534161347,3.4768044722929e-12,3.47963882376488e-10
"ENSG00000125848",178.652501999173,-2.36706414838606,0.340358916955427,-6.95461182436436,3.53534118963855e-12,3.51909773011859e-10
"ENSG00000185022",648.338500370493,1.29752952856319,0.187143634045107,6.93333511013497,4.11032951369899e-12,4.06944720401973e-10
"ENSG00000114853",3379.38639924634,0.752939445557073,0.108795616429692,6.92067815106918,4.49486655099828e-12,4.42636190035472e-10
"ENSG00000143344",1077.617717594,-1.06917332070509,0.154827325536844,-6.90558541263867,4.99968155924597e-12,4.87138285256691e-10
"ENSG00000171469",603.300254459395,-0.662290440227023,0.0959052717313555,-6.90567294446748,4.99659943266105e-12,4.87138285256691e-10
"ENSG00000168234",591.642062417572,0.771423448694338,0.111826172130978,6.89841594319078,5.25855896753046e-12,5.09665070458281e-10
"ENSG00000182197",5290.20754938619,-0.844475236619355,0.122457764308845,-6.89605303008426,5.34672431860767e-12,5.15497006948483e-10
"ENSG00000124151",1569.9043302201,1.40018849727196,0.203110906981118,6.89371397175699,5.43542606263245e-12,5.21319640330086e-10
"ENSG00000078053",358.688992464954,1.15004692734324,0.166872863192019,6.89175522816968,5.51081385119131e-12,5.23101222008701e-10
"ENSG00000108604",2178.07637654574,1.27768063723968,0.185391092509042,6.89181243795391,5.5085975111027e-12,5.23101222008701e-10
"ENSG00000136478",3701.51777497719,1.4854860541421,0.215736174196106,6.88566050490807,5.75200191659766e-12,5.43195463046902e-10
"ENSG00000112576",629.309685426199,0.939694900872699,0.136741277317537,6.87206467064488,6.32792531900213e-12,5.94534411986859e-10
"ENSG00000143878",3314.35420803884,1.19923364894501,0.17470528121368,6.86432396670504,6.68068642205561e-12,6.24491575950021e-10
"ENSG00000172831",1197.94263166917,-0.540874044211974,0.0788201526649181,-6.8621288582293,6.78418233153277e-12,6.30963220379676e-10
"ENSG00000164933",462.654731775282,0.853604352307038,0.124953048268929,6.83140078719712,8.40894382681045e-12,7.78144223973439e-10
"ENSG00000165802",1601.7555877638,0.958605251816583,0.140469420328214,6.82429848131183,8.83560058004693e-12,8.13537923407821e-10
"ENSG00000163661",8565.67576080715,2.23855611456884,0.328937676137435,6.80541110661199,1.00761081057234e-11,9.23141944113915e-10
"ENSG00000105835",2640.34214038423,1.05565138629976,0.155196652461363,6.80202420321258,1.03159261528787e-11,9.40434554976536e-10
"ENSG00000164294",3549.40150946447,-0.542112613849807,0.0797955248762338,-6.79377214061373,1.09238875836129e-11,9.90952659370602e-10
"ENSG00000172465",395.279554854593,1.03888529151338,0.153323385451785,6.77577845318368,1.23738171863981e-11,1.11697962493883e-09
"ENSG00000119714",54.8122250115231,-2.90162704645326,0.428361098629972,-6.77378747914676,1.25453919385565e-11,1.12694337828545e-09
"ENSG00000143786",77.7758916331867,-1.51649396206119,0.224022175911297,-6.76939216348679,1.29324562526674e-11,1.15607369850908e-09
"ENSG00000172403",8014.79636483276,1.72301246636245,0.255470357712264,6.74447118558889,1.53585364523679e-11,1.36631617763457e-09
"ENSG00000137801",90563.3614225568,1.95867034087627,0.29054022115312,6.74147742127592,1.56784103038981e-11,1.38806695070329e-09
"ENSG00000171793",688.140766747762,1.54210602329966,0.229303161127508,6.72518431807465,1.75370306315984e-11,1.54518860804251e-09
"ENSG00000124702",1044.96995909131,0.606084012065549,0.0901546246683288,6.72271682451434,1.78367025344825e-11,1.55669610034358e-09
"ENSG00000197860",524.498356891053,0.795193757160562,0.118283228106945,6.72279383888297,1.78272739414867e-11,1.55669610034358e-09
"ENSG00000162643",89.0649433045371,-1.58473973253561,0.235773360923136,-6.72145371440945,1.79920391589105e-11,1.56284623165725e-09
"ENSG00000174437",10584.2528711225,1.38425506963605,0.206041001473168,6.71834760915931,1.83796821043589e-11,1.58902275094727e-09
"ENSG00000214814",243.273277090711,-3.15969884318414,0.470973019502043,-6.7088744202903,1.961313618697e-11,1.6877378639395e-09
"ENSG00000145244",167.013755528854,1.95572599619392,0.291625437951531,6.7062942448764,1.99628991103325e-11,1.70984552147337e-09
"ENSG00000205978",1601.03584426828,-1.16102890214573,0.173155746991514,-6.70511330012414,2.01250156620409e-11,1.71575075655779e-09
